Transaction_ID,Customer_ID,Purchase_Date,Age,Gender,City,Employment,Monthly_Income,Purchase_Amount,Installments,Monthly_Installment,Remaining_Installments,Total_Remaining_Balance,Category,Store Name,Channel,Active_Contracts,DTI_Ratio,Delay_Days,Status,SIMAH_Status
TX01082,C0002,2025-04-13,24,Female,Riyadh,Student,11242,1303,4,325.75,0,0,Fashion,Dior,Web,7,0.269,42,Late,Delayed (Reported)
TX01083,C0508,2025-07-09,63,Male,Riyadh  ,Unemployed,1166,288,3,72,0,0,Dining,Maestro Pizza,App,3,0.834,63,Late,Delayed (Reported)
TX01084,C0027,2024-01-15,49,Male,Abha,Employed,23462,4836,4,1209,0,0,Furniture,IKEA,Web,5,0.128,87,Late,Delayed (Reported)
TX01085,C0551,2025-11-05,36,Female,Riyadh,Employed,10870,2019,3,504.75,1,572.5,Electronics,General Store,Web,7,0.295,164,Missed,Delayed (Reported)
TX01086,C0303,2025-04,36,Female,Mecca,Employed,13402,3181,4,795.25,0,0,Electronics,General Store,App,4,0.16,0,Paid on time,Not Reported
TX01087,C0033,2025-02-04,18,Female,Jeddah,Student,4836,984,4,246,0,0,Beauty,Nice One,App,5,0.423,147,Late,Delayed (Reported)
TX01088,C0736,2025-08-12,55,Male,Arar,Employed,17604,1978,4,494.5,0,0,Electronics,General Store,App,2,0.054,0,Paid on time,Not Reported
TX01089,C0588,2025-02-24,35,Male,Tabuk,Unemployed,2802,378,4,94.5,0,0,fashion,Namshi,Web,6,0.837,63,Missed,Delayed (Reported)
TX01090,C0581,2024-04-03,62,Male,Al-Kharj,Self-employed,12667,3792,4,948,0,0,Beauty,Nice One,In-Store,4,0.181,0,Paid on time,Not Reported
TX01091,C0137,2025-06-01,55,Male,Riyadh,Employed,24609,325,4,81.25,0,0,Electronics,General Store,App,4,0.058,0,Paid on time,Not Reported
TX01092,C0104,2025-08-05,27,Male,Jeddah,Employed,6925,252,4,63,0,0,Fashion,Herm�s,Web,4,0.204,0,Paid on time,Not Reported
TX01093,C0414,2025-06-10,48,Female,Mecca,Unemployed,2623,476,4,119,0,0,Electronics,General Store,App,3,0.388,0,Paid on time,Not Reported
TX01094,C0407,2024-03-27,41,Male,Jeddah,Employed,18804,1480,4,370,0,0,Electronics,General Store,App,1,0.02,0,Paid on time,Not Reported
TX01095,C0021,2025-10-20,18,Male,Mecca,Student,17509,714,4,178.5,0,0,Fashion,Fendi,App,2,0.036,0,Paid on time,Not Reported
TX01096,C0720,2024-08-13,40,Male,Medina,Employed,9411,324,4,81,0,0,Groceries,Carrefour,App,2,0.056,0,Paid on time,Not Reported
TX01097,C0775,2025-04-10,31,Male,Medina,Employed,11872,1204,3,301,0,0,electronics,General Store,Web,6,0.215,64,Missed,Delayed (Reported)
TX01098,C0149,2025-11-04,18,Male,Medina,Employed,3940,479,4,119.75,1,134.5,Furniture,Midas,App,7,0.716,0,Paid on time,Not Reported
TX01099,C0382,2024-08-02,24,Male,Yanbu,Student,9430,647,4,161.75,0,0,Fashion,Dior,App,1,0.017,0,Paid on time,Not Reported
TX01100,C0323,2024-09-03,47,Female,Riyadh,Self-employed,14055,866,3,216.5,0,0,Furniture,Midas,App,5,0.143,199,Late,Defaulted (Blacklisted)
TX01101,C0431,2024-01-28,21,Male,Al Khobar,Student,6841,998,3,249.5,0,0,Groceries,Danube,App,1,0.036,0,Paid on time,Not Reported
TX01102,C0676,2024-04-28,42,Male,Al Khobar,Self-employed,11043,2623,4,655.75,0,0,Electronics,General Store,App,5,0.222,77,Late,Delayed (Reported)
TX01103,C0098,2024-08-04,33,Male,Mecca,Employed,15568,3405,4,851.25,0,0,travel,Almosafer,App,5,0.17,188,Missed,Defaulted (Blacklisted)
TX01104,C0279,2025-11-10,52,Male,Riyadh  ,Employed,13537,2261,4,565.25,1,779,Travel,Saudia Airlines,App,3,0.108,0,Paid on time,Not Reported
TX01105,C0323,2025-09-28,47,Female,Riyadh,Self-employed,15620,294,4,73.5,0,0,Electronics,General Store,Web,4,0.091,0,Paid on time,Not Reported
TX01106,C0276,2025-11-03,60,Male,Riyadh_City,Employed,19548,3256,4,814,1,561.5,Electronics,General Store,App,6,0.157,146,Late,Delayed (Reported)
TX01107,C0175,2025-04-08,41,Female,Abha,Self-employed,15478,4220,4,1055,0,0,Beauty,Nice One,Web,2,0.097,0,Paid on time,Not Reported
TX01108,C0617,2025-11-15,55,Male,Riyadh,Employed,24324,2169,4,542.25,1,751,Electronics,General Store,App,6,0.115,133,Missed,Delayed (Reported)
TX01109,C0617,2025-06-12,55,Male,Riyadh,Employed,23013,901,4,225.25,0,0,Electronics,General Store,App,5,0.088,207,Late,Defaulted (Blacklisted)
TX01110,C0393,2024-04-17,31,Male,Jeddah,Employed,15998,3210,4,802.5,0,0,Furniture,Abyat,App,1,0.05,0,Paid on time,Not Reported
TX01111,C0686,2024-12-06,46,Female,Medina,Employed,21314,2035,4,508.75,0,0,Electronics,General Store,In-Store,1,0.024,0,Paid on time,Not Reported
TX01112,C0234,2024-03-24,28,Male,Abha,Employed,7522,319,4,79.75,0,0,travel,Almosafer,App,1,0.011,0,Paid on time,Not Reported
TX01113,C0006,2025-10-24,64,Male,Jeddah,Employed,16065,614,4,153.5,0,0,Electronics,General Store,Web,4,0.094,0,Paid on time,Not Reported
TX01114,C0324,2024-06-20,30,Male,Mecca,Unemployed,1855,413,3,103.25,0,0,Fashion,Namshi,App,3,0.541,134,Late,Delayed (Reported)
TX01115,C0779,2025-12-10,43,Male,Mecca,Employed,12862,4061,4,1015.25,2,107,electronics,General Store,App,6,0.254,140,Missed,Delayed (Reported)
TX01116,C0614,2025-11-22,32,Female,Riyadh,Self-employed,7952,2312,4,578,1,361,Electronics,General Store,Web,7,0.412,71,Late,Delayed (Reported)
TX01117,C0009,2024-07-16,29,Female,Jeddah,Employed,12397,1766,4,441.5,0,0,electronics,General Store,In-Store,1,0.036,0,Paid on time,Not Reported
TX01118,C0482,2025-01-13,49,Male,Al Khobar,Employed,21554,1031,4,257.75,0,0,Electronics,General Store,App,7,0.137,38,Missed,Delayed (Reported)
TX01119,C0399,2024-08-12,30,Male,Jeddah,Employed,13636,4330,4,1082.5,0,0,Fashion,H&M,App,2,0.112,0,Paid on time,Not Reported
TX01120,C0093,2025-09-23,53,Male,Medina,Self-employed,9730,736,4,184,0,0,electronics,General Store,App,6,0.25,192,Missed,Defaulted (Blacklisted)
TX01121,C0729,2024-04-15,28,Female,Najran,Employed,13542,2624,4,656,0,0,Fashion,Centerpoint,Web,4,0.148,0,Paid on time,Not Reported
TX01122,C0442,2024-08-06,22,Male,Riyadh  ,Student,12782,2464,3,616,0,0,electronics,General Store,Web,1,0.048,0,Paid on time,Not Reported
TX01123,C0680,2024-04-22,26,Female,Riyadh,Employed,5391,968,3,242,0,0,Electronics,General Store,Web,1,0.045,0,Paid on time,Not Reported
TX01124,C0089,2024-08-28,47,Male,Al Khobar,Self-employed,8758,1639,4,409.75,0,0,Electronics,General Store,App,2,0.098,0,Paid on time,Not Reported
TX01125,C0741,2024-11-17,25,Female,Jeddah,Employed,11979,3649,4,912.25,0,0,Electronics,General Store,App,5,0.226,175,Missed,Delayed (Reported)
TX01126,C0581,2025-03-04,62,Male,Al-Kharj,Self-employed,17396,2564,4,641,0,0,Electronics,General Store,App,7,0.192,37,Late,Delayed (Reported)
TX01127,C0116,2025-08-17,52,Female,Dhahran,Employed,20683,1656,4,414,0,0,Fashion,H&M,In-Store,7,0.151,43,Missed,Delayed (Reported)
TX01128,C0320,2024-03-13,47,Male,Jeddah,Employed,18113,4940,3,1235,0,0,Electronics,General Store,App,5,0.168,45,Missed,Delayed (Reported)
TX01129,C0438,2024-09-24,54,Female,riyadh,Unemployed,2740,707,3,176.75,0,0,Fashion,Dior,App,1,0.065,0,Paid on time,Not Reported
TX01130,C0223,2025-03-13,19,Male,Medina,Employed,14224,3245,3,811.25,0,0,electronics,General Store,In-Store,2,0.089,0,Paid on time,Not Reported
TX01131,C0269,2025-11-28,25,Female,Riyadh,Employed,4899,301,4,75.25,1,316.25,Fashion,H&M,App,6,0.475,65,Missed,Delayed (Reported)
TX01132,C0389,2024-07-22,49,Female,Medina,Unemployed,1629,461,3,115.25,0,0,groceries,Othaim Markets,App,5,1.176,74,Late,Delayed (Reported)
TX01133,C0760,2025-04-05,58,Male,Yanbu,Employed,19498,3572,4,893,0,0,travel,flyadeal,App,2,0.069,0,Paid on time,Not Reported
TX01134,C0250,2025-06-12,37,Male,Tabuk,Employed,16603,1021,3,255.25,0,0,Furniture,IKEA,App,7,0.178,177,Late,Delayed (Reported)
TX01135,C0640,2024-02-16,22,Female,Mecca,Student,13999,4159,4,1039.75,0,0,Fashion,Zara,App,1,0.074,0,Paid on time,Not Reported
TX01136,C0571,2025-08-02,61,Female,Al Khobar,Employed,14278,4670,4,1167.5,0,0,Electronics,General Store,Web,5,0.208,0,Paid on time,Not Reported
TX01137,C0768,2024-12-18,50,Female,Dhahran,Employed,23121,501,3,125.25,0,0,Furniture,Midas,App,1,0.005,0,Paid on time,Not Reported
TX01138,C0147,2024-02-17,32,Female,Jeddah,Employed,16342,650,4,162.5,0,0,Travel,Almosafer,Web,5,0.12,156,Late,Delayed (Reported)
TX01139,C0784,2025-06-27,59,Female,Al-Kharj,Employed,20755,3131,4,782.75,0,0,electronics,General Store,App,3,0.081,0,Paid on time,Not Reported
TX01140,C0139,2025-08-19,27,Male,Dammam,Employed,6724,272,3,68,0,0,Electronics,General Store,App,5,0.278,101,Late,Delayed (Reported)
TX01141,C0226,2025-01-05,31,Female,Riyadh,Student,11815,195,3,48.75,0,0,dining,Kudu,App,4,0.118,0,Paid on time,Not Reported
TX01142,C0360,2025-10-03,60,Female,Mecca,Self-employed,5575,1082,4,270.5,0,0,Electronics,General Store,App,6,0.452,0,Paid on time,Not Reported
TX01143,C0255,2024-11-27,39,Female,Al Khobar,Employed,19772,3424,4,856,0,0,Travel,flyadeal,App,5,0.134,40,Missed,Delayed (Reported)
TX01144,C0756,2025-08-22,52,Male,Riyadh,Employed,17440,574,4,143.5,0,0,Electronics,General Store,App,2,0.034,0,Paid on time,Not Reported
TX01145,C0661,2024-10-02,36,Female,Jeddah,Employed,18627,3223,4,805.75,0,0,Electronics,General Store,In-Store,2,0.067,0,Paid on time,Not Reported
TX01146,C0694,2025-08-21,42,Female,Yanbu,Employed,11661,3235,4,808.75,0,0,Fashion,Namshi,App,5,0.224,180,Missed,Delayed (Reported)
TX01147,C0033,2024-06-24,18,Female,Jeddah,Student,17953,3160,4,790,0,0,fashion,Herm�s,Web,2,0.069,0,Paid on time,Not Reported
TX01148,C0493,2025-11-05,32,Female,Buraidah,Self-employed,4304,1191,4,297.75,1,83,Electronics,General Store,In-Store,4,0.383,0,Paid on time,Not Reported
TX01149,C0019,2025-04-09,23,Male,Najran,Employed,13439,4182,4,1045.5,0,0,Fashion,Fendi,Web,5,0.212,101,Late,Delayed (Reported)
TX01150,C0201,2024-09-18,56,Male,Riyadh,Employed,18751,1762,4,440.5,0,0,Electronics,General Store,Web,4,0.095,0,Paid on time,Not Reported
TX01151,C0093,2024-11-18,53,Male,Medina,Self-employed,4050,409,4,102.25,0,0,Fashion,Mango,Web,3,0.247,0,Paid on time,Not Reported
TX01152,C0449,2024-04-25,50,Male,Tabuk,Employed,19709,248,4,62,0,0,Electronics,General Store,App,3,0.049,0,Paid on time,Not Reported
TX01153,C0005,2024-08-05,57,Female,Dhahran,Employed,14159,3126,4,781.5,0,0,Electronics,General Store,In-Store,4,0.151,0,Paid on time,Not Reported
TX01154,C0575,2024-06-19,56,Male,riyadh,Employed,13543,4623,4,1155.75,0,0,Travel,Almosafer,Web,1,0.085,0,Paid on time,Not Reported
TX01155,C0088,2025-08-26,23,Female,Al-Jubail,Student,8415,1916,4,479,0,0,Electronics,General Store,App,2,0.11,0,Paid on time,Not Reported
TX01156,C0320,2025-08-03,47,Male,Jeddah,Employed,19606,4482,4,1120.5,0,0,Travel,Almosafer,App,6,0.172,0,Paid on time,Not Reported
TX01157,C0346,2025-04-23,26,Female,Jazan,Employed,5892,979,3,244.75,0,0,Electronics,General Store,App,5,0.347,0,Paid on time,Not Reported
TX01158,C0678,2025-04-12,56,Female,Abha,Employed,16124,1994,4,498.5,0,0,Electronics,General Store,In-Store,3,0.087,0,Paid on time,Not Reported
TX01159,C0466,2025-08-14,47,Female,Dhahran,Employed,13677,1588,4,397,0,0,fashion,Mango,In-Store,6,0.194,61,Late,Delayed (Reported)
TX01160,C0309,2024-03-05,52,Male,Mecca,Employed,19272,3792,4,948,0,0,Electronics,General Store,App,4,0.119,0,Paid on time,Not Reported
TX01161,C0461,2024-04-15,32,Male,Al Khobar,Employed,16061,3814,4,953.5,0,0,Travel,flynas,App,5,0.171,184,Missed,Defaulted (Blacklisted)
TX01162,C0773,2024-05-17,57,Male,Najran,Employed,20873,2021,3,505.25,0,0,Electronics,General Store,App,4,0.089,0,Paid on time,Not Reported
TX01163,C0332,2025-02-11,55,Male,Arar,Employed,16432,4822,4,1205.5,0,0,electronics,General Store,App,2,0.101,0,Paid on time,Not Reported
TX01164,C0654,2025-08-11,45,Male,Dammam,Employed,17937,3351,4,837.75,0,0,Electronics,General Store,App,6,0.172,73,Late,Delayed (Reported)
TX01165,C0461,2024-01-27,32,Male,Al Khobar,Employed,12054,259,3,64.75,0,0,Dining,Maestro Pizza,App,2,0.043,0,Paid on time,Not Reported
TX01166,C0633,2024-02-12,63,Female,Jeddah,Employed,22634,4890,4,1222.5,0,0,Travel,flynas,App,3,0.094,0,Paid on time,Not Reported
TX01167,C0673,2024-07-13,52,Male,Yanbu,Employed,16536,4697,4,1174.25,0,0,Electronics,General Store,App,4,0.153,0,Paid on time,Not Reported
TX01168,C0021,2025-09-17,18,Male,Mecca,Student,9686,2509,4,627.25,0,0,Fashion,Fendi,App,4,0.204,0,Paid on time,Not Reported
TX01169,C0604,2025-03-09,46,Male,Buraidah,Self-employed,11016,380,4,95,0,0,Fashion,H&M,Web,4,0.131,0,Paid on time,Not Reported
TX01170,C0596,2025-08-12,42,Male,Riyadh,Employed,14967,3624,3,906,0,0,Fashion,Herm�s,Web,6,0.211,88,Late,Delayed (Reported)
TX01171,C0274,2025-12-07,19,Female,Mecca,Employed,4198,819,4,204.75,2,339.5,Fashion,Namshi,App,4,0.37,0,Paid on time,Not Reported
TX01172,C0793,2025-06-13,38,Male,Jeddah,Employed,18885,4964,4,1241,0,0,Electronics,General Store,Web,7,0.209,188,Late,Defaulted (Blacklisted)
TX01173,C0556,2024-06-11,64,Female,Tabuk,Employed,24796,1117,4,279.25,0,0,Furniture,Midas,App,2,0.029,0,Paid on time,Not Reported
TX01174,C0764,2025-12-28,55,Female,Jeddah,Unemployed,1521,307,3,76.75,2,129,Electronics,General Store,Web,7,1.826,146,Late,Delayed (Reported)
TX01175,C0366,2024-08-25,39,Male,Najran,Employed,17547,1486,4,371.5,0,0,Electronics,General Store,App,5,0.124,157,Late,Delayed (Reported)
TX01176,C0453,2024-08-01,28,Male,Riyadh,Self-employed,16040,2886,4,721.5,0,0,Furniture,IKEA,App,2,0.073,0,Paid on time,Not Reported
TX01177,C0509,2025-03-07,39,Female,Al-Baha,Employed,13449,254,4,63.5,0,0,Electronics,General Store,App,7,0.205,68,Missed,Delayed (Reported)
TX01178,C0754,2025-11-20,57,Male,Abha,Self-employed,10818,1659,4,414.75,1,312,fashion,Mango,App,2,0.08,0,Paid on time,Not Reported
TX01179,C0548,2024-03-18,34,Male,RIYADH,Self-employed,10105,3525,4,881.25,0,0,Furniture,Home Centre,Web,5,0.265,53,Missed,Delayed (Reported)
TX01180,C0041,2024-06-09,39,Female,Tabuk,Employed,14697,657,4,164.25,0,0,Electronics,General Store,App,2,0.042,0,Paid on time,Not Reported
TX01181,C0655,2025-07-06,21,Female,Tabuk,Student,10097,628,4,157,0,0,Electronics,General Store,Web,5,0.194,144,Missed,Delayed (Reported)
TX01182,C0300,2024-06-12,47,Male,riyadh,Employed,19436,4940,4,1235,0,0,Furniture,Midas,App,3,0.11,0,Paid on time,Not Reported
TX01183,C0453,2025-12-01,28,Male,Riyadh  ,Self-employed,9696,1529,4,382.25,2,1164,electronics,General Store,App,4,0.179,0,Paid on time,Not Reported
TX01184,C0703,2024-04-06,52,Female,Dhahran,Employed,16455,4602,4,1150.5,0,0,Electronics,General Store,App,1,0.07,0,Paid on time,Not Reported
TX01185,C0697,2025-01-13,39,Female,Dammam,Unemployed,1081,211,3,52.75,0,0,electronics,General Store,App,6,2.13,173,Missed,Delayed (Reported)
TX01186,C0716,2025-02-18,60,Male,Al-Baha,Employed,17464,1591,4,397.75,0,0,Travel,flyadeal,App,5,0.126,0,Paid on time,Not Reported
TX01187,C0337,2025-05-21,54,Male,riyadh,Self-employed,18387,3008,4,752,0,0,Electronics,General Store,App,2,0.065,0,Paid on time,Not Reported
TX01188,C0113,2024-05-26,20,Female,Dhahran,Student,19026,1223,4,305.75,0,0,Fashion,Centerpoint,App,3,0.063,0,Paid on time,Not Reported
TX01189,C0754,2025-10-05,57,Male,Abha,Self-employed,17653,1005,4,251.25,0,0,fashion,Fendi,App,3,0.065,0,Paid on time,Not Reported
TX01190,C0469,2024-06-03,55,Female,Dammam,Self-employed,8565,2470,4,617.5,0,0,Electronics,General Store,App,4,0.23,0,Paid on time,Not Reported
TX01191,C0794,2024-08-02,64,Male,Abha,Employed,14419,4037,4,1009.25,0,0,travel,flyadeal,Web,2,0.101,0,Paid on time,Not Reported
TX01192,C0287,2024-11-12,44,Male,Mecca,Self-employed,14958,3996,3,999,0,0,Fashion,H&M,App,2,0.097,0,Paid on time,Not Reported
TX01193,C0679,2025-09-04,52,Male,Al-Ahsa,Employed,23850,3526,4,881.5,0,0,Electronics,General Store,App,7,0.15,203,Missed,Defaulted (Blacklisted)
TX01194,C0458,2024-07-16,25,Female,Arar,Employed,9258,1232,3,308,0,0,electronics,General Store,Web,1,0.033,0,Paid on time,Not Reported
TX01195,C0398,2024-07-19,57,Male,Jeddah,Employed,13187,4014,4,1003.5,0,0,furniture,IKEA,App,1,0.076,0,Paid on time,Not Reported
TX01196,C0136,2024-07-16,63,Female,Al Khobar,Employed,20135,1856,4,464,0,0,Travel,flynas,App,1,0.023,0,Paid on time,Not Reported
TX01197,C0703,2025-12-08,52,Female,Dhahran,Employed,21860,2823,4,705.75,2,1686,Furniture,IKEA,App,4,0.094,0,Paid on time,Not Reported
TX01198,C0657,2024-04-11,18,Female,Sakaka,Student,15535,2345,4,586.25,0,0,Fashion,Fendi,In-Store,2,0.067,0,Paid on time,Not Reported
TX01199,C0580,2025-08-27,37,Female,Jeddah,Employed,11535,1998,4,499.5,0,0,Travel,flynas,App,6,0.238,112,Missed,Delayed (Reported)
TX01200,C0677,2024-04-15,26,Male,Riyadh,Unemployed,2427,391,3,97.75,0,0,Electronics,General Store,App,5,0.782,128,Missed,Delayed (Reported)
TX01201,C0524,2025-09-16,59,Male,Abha,Employed,20224,3981,4,995.25,0,0,Electronics,General Store,App,6,0.16,97,Late,Delayed (Reported)
TX01202,C0377,2024-03-07,53,Male,Al-Ahsa,Employed,24836,3764,4,941,0,0,Furniture,Midas,Web,2,0.056,0,Paid on time,Not Reported
TX01203,C0577,2024-04-04,64,Male,Abha,Employed,24981,3887,4,971.75,0,0,Electronics,General Store,App,1,0.039,0,Paid on time,Not Reported
TX01204,C0157,2024-11-12,29,Male,Mecca,Unemployed,1729,457,3,114.25,0,0,fashion,Chanel,App,4,0.847,90,Missed,Delayed (Reported)
TX01205,C0697,2025-11-11,39,Female,Dammam,Unemployed,1784,614,3,153.5,1,71.25,Beauty,Nice One,App,4,0.843,200,Missed,Defaulted (Blacklisted)
TX01206,C0725,2025-08-12,36,Female,Abha,Employed,14105,4047,4,1011.75,0,0,Electronics,General Store,In-Store,2,0.104,0,Paid on time,Not Reported
TX01207,C0516,2024-06-10,39,Male,Al Khobar,Unemployed,1956,220,3,55,0,0,Groceries,Othaim Markets,App,1,0.028,0,Paid on time,Not Reported
TX01208,C0316,2025-10-23,38,Male,Mecca,Employed,11474,318,4,79.5,0,0,Electronics,General Store,Web,6,0.203,151,Missed,Delayed (Reported)
TX01209,C0512,2024-03-22,55,Female,Dammam,Employed,18435,4822,4,1205.5,0,0,furniture,Abyat,App,4,0.139,0,Paid on time,Not Reported
TX01210,C0405,2025-04-05,35,Female,Al-Jubail,Self-employed,7161,1238,4,309.5,0,0,Electronics,General Store,App,7,0.42,153,Missed,Delayed (Reported)
TX01211,C0324,2025-06-18,30,Male,Mecca,Unemployed,2836,877,4,219.25,0,0,Electronics,General Store,App,2,0.236,0,Paid on time,Not Reported
TX01212,C0077,2025-11-16,28,Male,Tabuk,Employed,7616,2429,3,607.25,1,288.5,Fashion,Zara,App,2,0.139,0,Paid on time,Not Reported
TX01213,C0189,2024-08-22,19,Female,Yanbu,Student,14108,4042,4,1010.5,0,0,Fashion,Dior,App,4,0.167,0,Paid on time,Not Reported
TX01214,C0725,2025-01-25,36,Female,Abha,Employed,14073,242,4,60.5,0,0,Electronics,General Store,App,6,0.164,71,Missed,Delayed (Reported)
TX01215,C0646,2025-01-20,39,Male,Riyadh,Employed,11876,3671,4,917.75,0,0,Furniture,Midas,App,6,0.267,52,Late,Delayed (Reported)
TX01216,C0393,2024-03-16,31,Male,Jeddah,Employed,16070,3048,4,762,0,0,Furniture,Home Centre,App,4,0.131,0,Paid on time,Not Reported
TX01217,C0555,2024-08-20,36,Male,Riyadh,Self-employed,6848,637,4,159.25,0,0,Electronics,General Store,App,5,0.286,39,Missed,Delayed (Reported)
TX01218,C0647,2024-07-17,58,Male,Jeddah,Unemployed,1136,383,3,95.75,0,0,Fashion,Centerpoint,Web,2,0.48,206,Missed,Defaulted (Blacklisted)
TX01219,C0553,2025-08-02,51,Female,Buraidah,Unemployed,2339,406,3,101.5,0,0,Fashion,Dior,App,6,1.005,73,Late,Delayed (Reported)
TX01220,C0519,2025-10-10,45,Male,Al-Ahsa,Employed,20872,3149,4,787.25,0,0,fashion,Namshi,Web,7,0.167,56,Late,Delayed (Reported)
TX01221,C0268,2025-05-23,31,Female,Riyadh,Unemployed,2560,858,4,214.5,0,0,electronics,General Store,App,4,0.611,42,Late,Delayed (Reported)
TX01222,C0784,2025-01-09,59,Female,Al-Kharj,Employed,16290,1900,3,475,0,0,groceries,Panda,App,7,0.195,47,Late,Delayed (Reported)
TX01223,C0356,2024-11-14,19,Male,Mecca,Student,17240,3770,3,942.5,0,0,Beauty,Faces,App,2,0.081,0,Paid on time,Not Reported
TX01224,C0016,2025-02-04,29,Male,Al Khobar,Employed,13094,625,4,156.25,0,0,Electronics,General Store,App,2,0.046,0,Paid on time,Not Reported
TX01225,C0558,2025-12-26,37,Female,Hail,Self-employed,4471,1063,4,265.75,2,229,Travel,Almosafer,Web,3,0.261,0,Paid on time,Not Reported
TX01226,C0586,2025-01-19,19,Male,Medina,Student,15609,1579,3,394.75,0,0,Electronics,General Store,App,2,0.054,0,Paid on time,Not Reported
TX01227,C0410,2025-01-09,62,Female,Mecca,Unemployed,1479,391,3,97.75,0,0,Fashion,Centerpoint,App,6,1.587,186,Missed,Defaulted (Blacklisted)
TX01228,C0108,2024-08-18,43,Male,Najran,Self-employed,12567,3148,4,787,0,0,furniture,Midas,App,3,0.134,0,Paid on time,Not Reported
TX01229,C0528,2025-11-08,40,Female,Dhahran,Employed,10967,2178,4,544.5,1,136.75,Fashion,Dior,App,7,0.296,0,Paid on time,Not Reported
TX01230,C0065,2025-08-10,39,Male,Buraidah,Employed,9187,2504,4,626,0,0,fashion,Namshi,Web,3,0.166,0,Paid on time,Not Reported
TX01231,C0094,2025-04-21,57,Male,Riyadh,Employed,16836,4300,4,1075,0,0,Electronics,General Store,In-Store,5,0.171,58,Missed,Delayed (Reported)
TX01232,C0008,2025-11-14,23,Female,Riyadh,Student,18683,4696,4,1174,1,127.75,Fashion,Dior,Web,7,0.207,56,Late,Delayed (Reported)
TX01233,C0490,2024-10-16,36,Male,Riyadh_City,Employed,11715,2800,4,700,0,0,Travel,Saudia Airlines,App,2,0.098,0,Paid on time,Not Reported
TX01234,C0494,2025-04-23,58,Female,Dammam,Employed,22779,4167,4,1041.75,0,0,Electronics,General Store,App,4,0.105,0,Paid on time,Not Reported
TX01235,C0244,2025-04-18,39,Male,Dammam,Self-employed,11744,694,4,173.5,0,0,Electronics,General Store,App,7,0.245,101,Late,Delayed (Reported)
TX01236,C0653,2024-08-05,62,Female,Riyadh,Employed,18527,4122,4,1030.5,0,0,fashion,Zara,App,5,0.153,149,Late,Delayed (Reported)
TX01237,C0752,2024-08-17,44,Female,Dhahran,Employed,16505,1427,4,356.75,0,0,travel,flynas,App,4,0.103,0,Paid on time,Not Reported
TX01238,C0743,2025-04-12,21,Male,Riyadh,Student,10288,1743,4,435.75,0,0,Beauty,Faces,Web,4,0.174,0,Paid on time,Not Reported
TX01239,C0378,2025-11-17,19,Female,Hail,Student,10434,2787,4,696.75,1,690.25,fashion,Centerpoint,In-Store,7,0.326,92,Late,Delayed (Reported)
TX01240,C0347,2025-04-16,34,Female,Jazan,Employed,17571,1558,4,389.5,0,0,Electronics,General Store,App,7,0.176,105,Late,Delayed (Reported)
TX01241,C0288,2025-07-24,54,Female,Najran,Employed,21091,1801,4,450.25,0,0,Furniture,Midas,Web,7,0.149,126,Missed,Delayed (Reported)
TX01242,C0359,2025-03-01,51,Male,Riyadh  ,Employed,15295,364,3,91,0,0,Dining,Maestro Pizza,App,6,0.153,105,Missed,Delayed (Reported)
TX01243,C0530,2024-06-25,26,Female,Al Khobar,Employed,6425,2058,4,514.5,0,0,Fashion,Chanel,App,2,0.15,0,Paid on time,Not Reported
TX01244,C0691,2025-05-10,65,Female,Mecca,Self-employed,17932,4461,4,1115.25,0,0,Furniture,IKEA,App,5,0.163,165,Missed,Delayed (Reported)
TX01245,C0241,2025-11-25,25,Male,Riyadh,Employed,9431,2935,3,733.75,1,63.25,Electronics,General Store,App,4,0.221,0,Paid on time,Not Reported
TX01246,C0046,2024-03-12,44,Female,Tabuk,Employed,15724,1606,4,401.5,0,0,Electronics,General Store,App,4,0.111,0,Paid on time,Not Reported
TX01247,C0349,2025-11-02,19,Female,Al-Jubail,Employed,10999,2918,4,729.5,1,193,electronics,General Store,App,6,0.271,150,Late,Delayed (Reported)
TX01248,C0200,2024-04-02,61,Male,Riyadh,Employed,23257,2310,4,577.5,0,0,Electronics,General Store,Web,1,0.025,0,Paid on time,Not Reported
TX01249,C0787,2025-06-23,20,Male,Dhahran,Student,13568,1075,4,268.75,0,0,Electronics,General Store,App,4,0.119,0,Paid on time,Not Reported
TX01250,C0703,2025-06-15,52,Female,Dhahran,Employed,19530,1181,4,295.25,0,0,Electronics,General Store,Web,4,0.084,0,Paid on time,Not Reported
TX01251,C0448,2024-08-16,21,Female,Jeddah,Employed,6465,1586,4,396.5,0,0,Furniture,IKEA,App,5,0.34,86,Missed,Delayed (Reported)
TX01252,C0458,2025-04-13,25,Female,Arar,Employed,12096,2050,4,512.5,0,0,Electronics,General Store,App,6,0.228,0,Paid on time,Not Reported
TX01253,C0758,2025-06-20,32,Male,Medina,Unemployed,1903,475,4,118.75,0,0,fashion,Herm�s,App,5,1.008,42,Missed,Delayed (Reported)
TX01254,C0306,2025-11-03,29,Female,Tabuk,Self-employed,19049,4889,4,1222.25,1,901.5,electronics,General Store,Web,3,0.111,0,Paid on time,Not Reported
TX01255,C0395,2024-03-15,36,Male,Buraidah,Employed,17111,1974,4,493.5,0,0,Fashion,Namshi,App,2,0.055,0,Paid on time,Not Reported
TX01256,C0637,2024-02-26,32,Male,Jazan,Employed,8486,2180,4,545,0,0,travel,flyadeal,App,3,0.17,0,Paid on time,Not Reported
